"","X","plot_id","loc_name","long_in_degrees","lat_in_degrees","start_date","end_date","climate_classification","depth_in_m","temp_degC_percentage_missing_values","no_of_data","net_no_of_data","daily_a_mean","daily_gm_mean","daily_median","daily_ninetieth_perc","weekly_a_mean","weekly_gm_mean","weekly_median","weekly_ninetieth_perc","biweekly_a_mean","biweekly_gm_mean","biweekly_median","biweekly_ninetieth_perc","monthly_a_mean","monthly_gm_mean","monthly_median","monthly_ninetieth_perc","annual_a_mean","annual_gm_mean","annual_median","annual_ninetieth_perc","contributor","database","study","spatial_blocks","duration_in_years"
"331",331,350.3,"United States, Santa Barbara",-119.3958,34.0087,"2001-02-02 17:00:00","2012-09-20 05:00:00","Subtropical",9,13.7599199536987,101941,87914,3.3237401990411e-08,2.35894249414476e-08,2.39279645e-08,7.22558502e-08,7.746085908933e-08,6.38075091447039e-08,6.5059524e-08,1.471376438e-07,9.87730606097561e-08,8.4935509346406e-08,8.7640754e-08,1.759096654e-07,1.26673309040404e-07,1.10093611606475e-07,1.12998976e-07,2.262512252e-07,2.864794315e-07,2.81274623423436e-07,2.80438935e-07,3.652808533e-07,"Miller Bob","Santa Barbara Coastal LTER","Miller Bob","spatial_block_61",11.6369863013699
"332",332,351,"United States, Bodega Marine Laboratory (BML) Buoy",-123.083028,38.311806,"2012-09-13 13:00:00","2018-11-13 20:00:00","Temperate",1,68.9895663756105,54056,16763,2.65946532188612e-08,2.27456758275859e-08,2.21594295e-08,4.8537143e-08,4.2855402e-08,4.07112503328672e-08,4.3068923e-08,5.51825635e-08,5.600543075e-08,5.50294616379558e-08,5.1254892e-08,6.80110255e-08,8.1403225e-08,8.02356161558493e-08,8.1403225e-08,9.23935754e-08,NA,NA,NA,NA,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_63",6.17066210045662
"333",333,352,"United States, ca_weather_46145_5238_4013_530d",-132.44,54.37,"2015-05-05 14:00:00","2021-06-28 07:00:00","Temperate",1,17.7409180303536,53898,44336,1.4529129094632e-08,9.87869887496598e-09,9.408796e-09,3.17275312e-08,3.29999507316017e-08,2.33033268359427e-08,2.104717e-08,7.6448119e-08,4.34166273076923e-08,3.2399874871107e-08,2.9179808e-08,9.97881336e-08,6.36320668518518e-08,5.00477768102405e-08,5.10838085e-08,1.255476527e-07,1.991706118e-07,1.98301870851883e-07,1.90058286e-07,2.219383318e-07,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_65",6.15262557077626
"334",334,353,"United States, CINAR_DSG_MA101_sbe37_7960_7f64_bc5",-70.69934,42.21651,"2014-04-25 04:40:00","2014-04-29 10:00:00","Temperate",0.9,0.492610837438424,609,606,1.77691173333333e-08,1.70484688393853e-08,1.9049848e-08,2.21280496e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_67",0.0115677321156773
"335",335,354,"United States, CINAR_DSG_MA204_sbe37_08e4_bdb7_3f6",-70.69803,42.217438,"2016-01-12 15:30:00","2016-03-08 15:10:00","Temperate",0.9,0.520897928810616,8063,8021,7.22116478181818e-09,6.02159008155838e-09,5.981073e-09,1.31510044e-08,1.9720863125e-08,1.82702036155963e-08,1.70796755e-08,2.84678892e-08,2.3388652e-08,2.21281975414696e-08,2.32727545e-08,3.14618123e-08,2.6695842e-08,2.6695842e-08,2.6695842e-08,2.6695842e-08,NA,NA,NA,NA,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_67",0.153386605783866
"336",336,355,"United States, CINAR_DSG_MD205_sbe37_53da_a9e3_e6d",-75.00555,38.26539,"2016-08-02 16:10:00","2016-11-08 20:10:00","Temperate",0.9,1.56327367899837,14137,13916,1.48534711263736e-07,1.01406642159562e-07,1.15024447e-07,2.89234179e-07,3.58580937071429e-07,2.80676376588286e-07,3.15299477e-07,6.2721979e-07,4.38658282428571e-07,3.59408225277069e-07,3.18199203e-07,7.38011507e-07,4.28228430666667e-07,3.90979539727815e-07,3.12399751e-07,6.211351262e-07,NA,NA,NA,NA,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_56",0.268949771689498
"337",337,356,"United States, CINAR_DSG_ME303_sbe37_59ab_44e3_ae9",-70.33277,43.47214,"2015-06-12 18:30:00","2015-12-04 16:50:00","Temperate",0.9,2.2905005756024,25191,24614,4.79482623491124e-08,3.48564653858279e-08,4.3142804e-08,9.63072842e-08,1.0050787208e-07,8.12145817570359e-08,9.1586993e-08,1.789588744e-07,1.31788493583333e-07,1.12613810588908e-07,1.33069459e-07,2.167400786e-07,1.91276793e-07,1.78144028047845e-07,1.78021605e-07,2.618264534e-07,NA,NA,NA,NA,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_67",0.479261796042618
"338",338,357,"United States, CINAR_DSG_ME305_sbe37_b999_c42c_06b",-70.33336,43.471516,"2016-09-03 18:30:00","2016-12-06 16:00:00","Temperate",0.9,3.74944534832125,13522,13015,2.45019710705882e-08,2.10953164520243e-08,2.0492915e-08,4.25537894e-08,6.33965929230769e-08,5.23662833536098e-08,4.2268206e-08,1.202616312e-07,8.44963958333333e-08,7.41498573934337e-08,7.7996218e-08,1.338547275e-07,1.36937534666667e-07,1.22930257471465e-07,1.39271061e-07,1.935739162e-07,NA,NA,NA,NA,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_67",0.257248858447489
"339",339,358.1,"United States, E01_sbe37_all_bc79_fca7_58ec",-69.355774,43.71517,"2007-05-09 22:00:00","2007-05-09 17:00:00","Temperate",1,5.56700741800233,285252,269372,2.50892182825262e-08,1.24059130334998e-08,1.173166e-08,6.00565222e-08,5.45928647578693e-08,3.4080243887886e-08,2.98265855e-08,1.2948315e-07,7.2901727653753e-08,4.8467559445164e-08,4.2752177e-08,1.63787203e-07,1.02874705984536e-07,7.39038528059379e-08,6.86294855e-08,2.097240437e-07,4.31759459133333e-07,4.1782351565232e-07,3.95294121e-07,4.686368878e-07,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_69",-0.000570776255707763
"340",340,359.1,"United States, E01_sbe37_all_bc79_fca7_58ec",-69.354126,43.714954,"2020-09-16 01:30:00","2021-06-15 13:00:00","Temperate",1,0.0382262996941896,13080,13075,1.08821281764706e-08,7.92223721625108e-09,7.459821e-09,2.51403701e-08,2.81745245897436e-08,2.32323479019997e-08,1.9662906e-08,5.40060496e-08,3.67686558421053e-08,3.19598948479039e-08,2.7356855e-08,6.32952474e-08,5.91969054444444e-08,4.93949564945397e-08,5.0627943e-08,9.72545073999999e-08,NA,NA,NA,NA,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_69",0.746518264840183
"341",341,360.1,"United States, E07_sbe37_all_d641_bab5_1a8c",-69.42379,43.790733,"2019-05-16 16:00:00","2020-11-10 10:00:00","Temperate",2,14.8808459554034,39151,33325,2.12900969978261e-08,1.22635582280716e-08,1.04441295e-08,5.95309979e-08,5.01805657777778e-08,3.18048956864121e-08,2.34484955e-08,1.327254815e-07,6.56790929259259e-08,4.32483942191618e-08,3.5749771e-08,1.554544922e-07,9.51355668333333e-08,6.77735138676817e-08,5.5553636e-08,2.023397024e-07,4.58807954e-07,4.58807954e-07,4.58807954e-07,4.58807954e-07,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_69",1.48972602739726
"342",342,360.2,"United States, E07_sbe37_all_d641_bab5_1a8c",-69.42379,43.790733,"2019-05-16 16:00:00","2019-11-11 13:40:00","Temperate",5,0.16301816488123,12882,12861,4.28259366214689e-08,2.57917015083695e-08,3.0598351e-08,9.59759886e-08,7.790393664e-08,5.62922811410038e-08,6.9806722e-08,1.38777733e-07,9.15284399230769e-08,7.19972474969816e-08,7.4649219e-08,1.45982838e-07,1.22770356833333e-07,1.06056126785881e-07,1.08510157e-07,1.960109385e-07,NA,NA,NA,NA,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_69",0.490144596651446
"343",343,360.3,"United States, E07_sbe37_all_d641_bab5_1a8c",-69.42379,43.790733,"2019-05-16 16:00:00","2019-09-17 05:40:00","Temperate",10,0.236008091706001,8898,8877,4.00360608196721e-08,3.27720485235367e-08,3.4119835e-08,7.85749744e-08,6.64199370555556e-08,5.88170260702678e-08,6.23255525e-08,1.087717856e-07,8.42600731111111e-08,7.7639691316583e-08,7.6250742e-08,1.299724814e-07,1.1094122075e-07,1.06775947142602e-07,1.118827615e-07,1.42369113e-07,NA,NA,NA,NA,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_69",0.338546423135464
"344",344,361.1,"United States, E07_sbe37_all_d641_bab5_1a8c",-69.4118,43.7895,"2020-09-15 17:20:00","2021-04-30 02:00:00","Temperate",10,3.11062028345297,16299,15792,7.86020352093023e-09,6.34666087347742e-09,6.308681e-09,1.41283448e-08,1.99485971935484e-08,1.79026078669992e-08,1.7287759e-08,2.7162207e-08,2.73413842666667e-08,2.43788048836142e-08,2.4201568e-08,3.34229288e-08,4.48095474285714e-08,4.12057884581181e-08,3.9417755e-08,6.88976478e-08,NA,NA,NA,NA,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_69",0.620167427701674
"345",345,362,"United States, gov_nps_ever_bkyf1_206a_7d6e_f119",-80.834,25.119,"2015-12-11 04:00:00","2021-06-28 07:00:00","Subtropical",1.5,10.3500041128568,48628,43595,3.55657507616817e-07,3.1720306610029e-07,3.430688245e-07,5.620897249e-07,6.36185502397196e-07,6.08375408221913e-07,6.41544606e-07,8.684156645e-07,7.51950041721739e-07,7.28335174388025e-07,7.59067917e-07,9.834793494e-07,8.89158268767857e-07,8.71275168774111e-07,8.958205515e-07,1.1053434405e-06,1.5942777456e-06,1.59318917459057e-06,1.621194123e-06,1.6492605822e-06,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_38",5.55102739726027
"346",346,363.1,"United States, I01_sbe37_all_bc79_fca7_58ec",-68.1085,44.10599,"2007-05-10 08:00:00","2020-02-04 19:30:00","Temperate",1,2.48021202678987,223368,217828,1.78637973093605e-08,1.09664450814664e-08,1.0523203e-08,4.34342262e-08,3.67477937723577e-08,2.73259380420296e-08,2.3709396e-08,7.6661373e-08,4.67469506612378e-08,3.67693172032793e-08,3.2627287e-08,9.35941176e-08,6.50656677361111e-08,5.40080597416045e-08,5.14039795e-08,1.151774155e-07,2.49477425e-07,2.44843823336698e-07,2.320707375e-07,3.438441696e-07,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_69",12.7492579908676
"347",347,364.1,"United States, I01_sbe37_all_bc79_fca7_58ec",-68.111885,44.10195,"2020-11-09 20:00:00","2021-06-13 23:00:00","Temperate",1,0,10375,10375,9.93781591666667e-09,7.21903322233878e-09,7.36461e-09,1.97265025e-08,2.47718437419355e-08,2.05903745832854e-08,1.9271459e-08,5.1604626e-08,3.10150104e-08,2.75908673566952e-08,2.6274515e-08,5.24687422e-08,4.44177271428571e-08,4.11295991274013e-08,3.653509e-08,6.26062864e-08,NA,NA,NA,NA,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_69",0.592123287671233
"348",348,365,"United States, org_secoora_14buoy_02dd_af28_0c54",-76.397,34.3018,"2019-11-11 19:00:00","2020-06-26 21:00:00","Subtropical",0,1.38812785388128,5475,5399,8.34449567420815e-08,6.54296114985822e-08,6.8693681e-08,1.76011477e-07,2.1345335584375e-07,1.98514298708542e-07,2.08997944e-07,3.040688967e-07,2.6861263525e-07,2.62853630069172e-07,2.55857286e-07,3.44272779e-07,3.44999572285714e-07,3.40370413061007e-07,3.44104273e-07,4.041289434e-07,NA,NA,NA,NA,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_46",0.624885844748858
"349",349,366,"United States, tomales-bay-buoy_0570_bb12_c1b3",-122.927681,38.18785,"2019-01-01 00:06:00","2020-07-09 23:18:00","Temperate",1,7.2898008738468,133433,123706,6.39203343843137e-08,5.00918164782666e-08,5.6940258e-08,1.227650128e-07,1.15015105698413e-07,1.00753609867241e-07,1.15460512e-07,1.765757376e-07,1.36320796875e-07,1.24363587639678e-07,1.35635451e-07,1.946262476e-07,1.59497017533333e-07,1.48661971498308e-07,1.62614853e-07,2.370998892e-07,3.77071405e-07,3.77071405e-07,3.77071405e-07,3.77071405e-07,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_63",1.52319634703196
"350",350,367,"United States, UNH_WBD_55b4_81eb_695a",-70.54203,43.019592,"2020-01-01 00:00:00","2020-12-31 22:58:00","Temperate",1,0.87589580252531,8791,8714,2.26920233166667e-08,1.20347219349093e-08,1.12293845e-08,6.19571984e-08,5.63753178846154e-08,3.68531897958014e-08,3.8607689e-08,1.25990605e-07,7.86809384615385e-08,5.15419615257894e-08,5.92596445e-08,1.72786023e-07,1.217265285e-07,7.72638746287956e-08,9.9786985e-08,2.648960644e-07,5.25984725e-07,5.25984725e-07,5.25984725e-07,5.25984725e-07,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_67",1.00262176560122
"351",351,368,"United States, UNH_WBD_55b4_81eb_695a",-70.54178,43.023468,"2009-01-03 00:00:00","2009-12-31 22:58:00","Temperate",1,10.2075926138319,8719,7829,1.81257456625387e-08,9.61315739959787e-09,8.907967e-09,4.69553334e-08,5.11906967027027e-08,2.76055933276994e-08,1.9617596e-08,1.315308834e-07,6.98953946842105e-08,4.05375002253166e-08,2.7450454e-08,1.79439617e-07,1.09724456777778e-07,6.76472821861862e-08,7.4488581e-08,2.714612112e-07,4.28849855e-07,4.28849855e-07,4.28849855e-07,4.28849855e-07,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_67",0.994516742770167
"352",352,369,"United States, UNH_WBD_55b4_81eb_695a",-70.53632,43.025246,"2011-01-01 00:00:00","2011-12-31 22:58:00","Temperate",1,17.621547591874,8762,7218,2.22281075234899e-08,1.15849262833173e-08,1.0284422e-08,6.2734128e-08,3.1614556625e-08,1.80900254531563e-08,1.68337005e-08,3.45996216e-08,5.24865805833333e-08,2.9364032695108e-08,2.66955825e-08,5.98912584e-08,9.46149071666667e-08,5.04459326359998e-08,3.8322583e-08,2.25631386e-07,4.2650942e-07,4.2650942e-07,4.2650942e-07,4.2650942e-07,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_67",0.99988203957382
"353",353,370,"United States, wmo_41013_ec68_b09d_6402",-77.743,33.436,"2015-12-11 02:20:00","2021-06-28 09:00:00","Subtropical",1,14.200084308074,291787,250353,6.01837325294872e-08,4.91716584266246e-08,4.9738575e-08,1.161029658e-07,1.57694101994975e-07,1.40626686604063e-07,1.40137453e-07,2.56906927e-07,2.19070828660194e-07,2.01763854327614e-07,1.98610469e-07,3.272178302e-07,2.88436792346154e-07,2.75417755245524e-07,2.6740407e-07,4.005190846e-07,8.787359254e-07,8.73984622504361e-07,8.26772927e-07,9.939885274e-07,"Micah Wengren","Integrated Ocean Observing System","Micah Wengren","spatial_block_46",5.55144596651446
"354",354,373,"Indian Ocean",67,0,"2014-08-06 11:00:00","2019-10-31 02:10:00","Tropical",1,0.569973408506372,275276,273707,5.64739602188161e-08,4.4741751797224e-08,4.42042715e-08,1.121489527e-07,1.25837596567766e-07,1.14852247427018e-07,1.18743646e-07,2.021449332e-07,1.63108187830882e-07,1.54131797111052e-07,1.631467315e-07,2.35870991e-07,2.15035001587302e-07,2.06401125121606e-07,2.03596479e-07,2.815731438e-07,4.606834568e-07,4.59050931166413e-07,4.75427668e-07,4.995217602e-07,"Kunal Chakraborty","Pacific Marine Environmental Laboratory","Kunal Chakraborty","spatial_block_71",5.23734779299848
"355",355,374,"Indian Ocean",80.5,0,"2008-08-09 18:20:00","2019-08-15 09:50:00","Tropical",1,24.5999219696787,579262,436764,4.51197874638016e-08,3.39516905425116e-08,3.2727817e-08,9.78866944e-08,1.01366644642105e-07,8.63357871068502e-08,8.885805e-08,1.796202145e-07,1.340639309375e-07,1.19678570353425e-07,1.28954876e-07,2.102942365e-07,1.78858184065217e-07,1.67016770302959e-07,1.78651216e-07,2.41588958e-07,3.6663515775e-07,3.63909276401963e-07,3.590792925e-07,4.167988435e-07,"Kunal Chakraborty","Pacific Marine Environmental Laboratory","Kunal Chakraborty","spatial_block_73",11.0209474885845
"356",356,375,"Indian Ocean",90,0,"2004-11-09 06:20:00","2018-05-31 01:40:00","Tropical",1,28.3199867586269,712917,511019,4.96655543900169e-08,3.59208341358811e-08,3.5431878e-08,1.11050767e-07,1.135297099e-07,9.90424256182493e-08,1.110799815e-07,1.816463788e-07,1.51390894490066e-07,1.40494030327965e-07,1.50616498e-07,2.14850228e-07,1.91962603527778e-07,1.85637979976972e-07,1.84562698e-07,2.475878529e-07,3.45146567833333e-07,3.4231791045755e-07,3.499478785e-07,3.90332843e-07,"Kunal Chakraborty","Pacific Marine Environmental Laboratory","Kunal Chakraborty","spatial_block_26",13.5638508371385
"357",357,376,"Indian Ocean",67,1.5,"2016-09-04 21:00:00","2019-11-01 02:10:00","Tropical",1,0.55026518804243,165920,165007,5.82206472154116e-08,4.56310719603922e-08,4.61871945e-08,1.179229235e-07,1.27864109469512e-07,1.14315895125527e-07,1.258625655e-07,1.987483772e-07,1.68791237890244e-07,1.59167518514342e-07,1.702632035e-07,2.395185777e-07,2.18758513526316e-07,2.13470666043333e-07,2.10442383e-07,2.942144224e-07,4.58119736333333e-07,4.57893317948277e-07,4.63226807e-07,4.706823902e-07,"Kunal Chakraborty","Pacific Marine Environmental Laboratory","Kunal Chakraborty","spatial_block_71",3.15675418569254
"358",358,377,"Indian Ocean",67,-1.5,"2013-07-24 15:50:00","2019-10-29 01:50:00","Tropical",1,0.170011749026227,329389,328829,5.13811050236738e-08,4.01224209371456e-08,3.8766491e-08,1.04529335e-07,1.17682379100917e-07,1.06596956214135e-07,1.08615633e-07,1.92782302e-07,1.54174572319018e-07,1.45403266838584e-07,1.46767037e-07,2.234324978e-07,1.99009991723684e-07,1.9172684688812e-07,1.966205565e-07,2.717852805e-07,4.15117814666667e-07,4.1204687283292e-07,4.13577665e-07,4.711852275e-07,"Kunal Chakraborty","Pacific Marine Environmental Laboratory","Kunal Chakraborty","spatial_block_71",6.26689497716895
"359",359,378,"Indian Ocean",80.5,-1.5,"2006-09-06 11:10:00","2019-08-11 03:30:00","Tropical",1,22.2500194875008,679923,528640,4.59487875974843e-08,3.50982162973248e-08,3.4743636e-08,9.93502598e-08,1.10103651435986e-07,9.86730747628129e-08,1.06727473e-07,1.69235094e-07,1.44775839612245e-07,1.36116366340887e-07,1.41149328e-07,1.993680996e-07,1.89545424434783e-07,1.83297070200034e-07,1.85388263e-07,2.57409955e-07,3.40555486875e-07,3.37204884556417e-07,3.543312665e-07,3.953999292e-07,"Kunal Chakraborty","Pacific Marine Environmental Laboratory","Kunal Chakraborty","spatial_block_73",12.9361111111111
"360",360,379,"Indian Ocean",90,12,"2008-10-17 16:30:00","2017-01-12 00:40:00","Tropical",1,1.83009312053038,433202,425274,3.53436875842659e-08,2.3638990365162e-08,2.107156e-08,8.43816264e-08,8.25004846157635e-08,6.31075151958783e-08,5.90159235e-08,1.83742777e-07,1.12996328078431e-07,9.06184554702408e-08,8.0057892e-08,2.309547168e-07,1.63792228968421e-07,1.38462341158122e-07,1.49734979e-07,3.152874444e-07,4.97446514e-07,4.93521345258137e-07,5.129205195e-07,5.681901146e-07,"Kunal Chakraborty","Pacific Marine Environmental Laboratory","Kunal Chakraborty","spatial_block_75",8.24202815829528
"361",361,380,"Indian Ocean",55,-12,"2012-03-06 09:30:00","2013-04-26 13:50:00","Tropical",1,0,59931,59931,4.12847250578313e-08,2.70983478345257e-08,2.7467335e-08,8.69855258e-08,1.04834992762712e-07,8.13911205345285e-08,7.8111895e-08,2.228682758e-07,1.41103199413793e-07,1.10177713073022e-07,1.28007885e-07,2.607109916e-07,1.94460300461538e-07,1.6327102375244e-07,1.5256276e-07,3.472835382e-07,6.04091671e-07,6.04091671e-07,6.04091671e-07,6.04091671e-07,"Kunal Chakraborty","Pacific Marine Environmental Laboratory","Kunal Chakraborty","spatial_block_62",1.14022070015221
"362",362,381,"Indian Ocean",67,-12,"2009-09-13 07:40:00","2013-07-17 12:50:00","Tropical",1,39.4399794124634,202064,122370,2.83660731320755e-08,1.85586182640517e-08,1.6567771e-08,6.75896872e-08,6.80746973333333e-08,5.36451038225372e-08,5.2693332e-08,1.409199505e-07,9.62367366060606e-08,8.11437454519242e-08,7.7009327e-08,1.743293934e-07,1.40237877666667e-07,1.2744036498963e-07,1.32766405e-07,2.229612162e-07,4.91609227e-07,4.91609227e-07,4.91609227e-07,4.91609227e-07,"Kunal Chakraborty","Pacific Marine Environmental Laboratory","Kunal Chakraborty","spatial_block_64",3.84442541856925
"363",363,382,"Indian Ocean",80.5,-12,"2010-05-17 09:00:00","2015-10-22 02:00:00","Tropical",1,0.140029056029126,285655,285255,2.85062826526795e-08,1.86002925537282e-08,1.60912065e-08,6.77517558e-08,7.65842763886926e-08,5.74387032374016e-08,5.2891932e-08,1.785380374e-07,1.06292209326241e-07,8.54965601340649e-08,7.7482998e-08,2.1523939e-07,1.50050512439394e-07,1.28886631840543e-07,1.354177675e-07,2.455568395e-07,5.082464212e-07,5.03343404527842e-07,5.14102832e-07,5.860925496e-07,"Kunal Chakraborty","Pacific Marine Environmental Laboratory","Kunal Chakraborty","spatial_block_68",5.43481735159817
"364",364,383,"Indian Ocean",93,-12,"2011-03-21 10:20:00","2017-02-25 01:20:00","Tropical",1,39.6198488493908,312139,188470,2.40180365615914e-08,1.77332400074714e-08,1.6222728e-08,4.73255946e-08,6.06373387582418e-08,4.88162713879926e-08,4.4422841e-08,1.2487771e-07,8.50044606222222e-08,7.13911536475758e-08,6.522943e-08,1.726671572e-07,1.15897125714286e-07,1.02506066256931e-07,1.03273002e-07,2.17896646e-07,3.014566945e-07,2.98131734650788e-07,3.014566945e-07,3.371765597e-07,"Kunal Chakraborty","Pacific Marine Environmental Laboratory","Kunal Chakraborty","spatial_block_2",5.93869863013699
